,global_id,geometry,Caption,NameOfStation
906,929927037,POINT (37.925329 55.704604),metro,Некрасовка
907,929927050,POINT (37.930519 55.70193),metro,Некрасовка
908,929929844,POINT (37.930165 55.701667),metro,Некрасовка
909,929929871,POINT (37.928711 55.702406),metro,Некрасовка
910,929929894,POINT (37.926917 55.703801),metro,Некрасовка
911,929929920,POINT (37.926477 55.703486),metro,Некрасовка
912,929930292,POINT (37.925678 55.703153),metro,Некрасовка
913,929930849,POINT (37.925399 55.70328),metro,Некрасовка
914,929931462,POINT (37.924573 55.703683),metro,Некрасовка
915,929932310,POINT (37.877554 55.710814),metro,улица Дмитриевского
916,929932634,POINT (37.878113 55.710847),metro,улица Дмитриевского
917,929932641,POINT (37.879491 55.710886),metro,улица Дмитриевского
918,930071451,POINT (37.409191 55.601421),metro,Филатов луг
919,930071455,POINT (37.406981 55.600717),metro,Филатов луг
920,930071460,POINT (37.433325 55.587048),metro,Прокшино
921,930071468,POINT (37.432091 55.58624),metro,Прокшино
922,930071478,POINT (37.459612 55.568309),metro,Ольховая
923,930071482,POINT (37.470416 55.559825),metro,Коммунарка
924,930071489,POINT (37.469832 55.560132),metro,Коммунарка
925,930071511,POINT (37.468834 55.559688),metro,Коммунарка
926,930071523,POINT (37.468212 55.559439),metro,Коммунарка
927,930238047,POINT (37.850991 55.702815),metro,Косино
928,930240593,POINT (37.850286 55.704281),metro,Косино
929,1032937413,POINT (37.5655148 55.7239984),metro,Спортивная
930,1032937415,POINT (37.6016736 55.7450636),metro,Кропоткинская
931,1032937417,POINT (37.6568976 55.7774812),metro,Комсомольская
932,1032937419,POINT (37.6109171 55.7294594),metro,Октябрьская
933,1032991449,POINT (37.8179072 55.7051263),metro,Юго-Восточная
934,1032991450,POINT (37.81782137 55.7057866),metro,Юго-Восточная
935,1032991451,POINT (37.81648563 55.7056321),metro,Юго-Восточная
936,1032991456,POINT (37.81682895 55.7058745),metro,Юго-Восточная
937,1032991458,POINT (37.78048645 55.7187253),metro,Окская
938,1032991459,POINT (37.78106045 55.7190917),metro,Окская
939,1032991460,POINT (37.78131257 55.7194671),metro,Окская
940,1032991461,POINT (37.78217712 55.7186004),metro,Окская
941,1032991462,POINT (37.75292723 55.7274658),metro,Стахановская
942,1032991463,POINT (37.75149493 55.7271873),metro,Стахановская
943,1032991511,POINT (37.729302 55.732024),metro,Нижегородская
944,1032991592,POINT (37.70492863 55.7644639),metro,Лефортово
945,1034720951,POINT (37.589056 55.82173),metro,Фонвизинская
946,1034721000,POINT (37.586074 55.823595),metro,Фонвизинская
947,1034721026,POINT (37.586546 55.824017),metro,Фонвизинская
948,1034721029,POINT (37.4800019 55.8785425),metro,Ховрино
949,1034721036,POINT (37.4802943 55.8780027),metro,Ховрино
950,1034721044,POINT (37.506481 55.777711),metro,Хорошёво
951,1034721055,POINT (37.520828 55.777926),metro,Хорошёвская
952,1034721184,POINT (37.525967 55.756705),metro,Шелепиха
953,1034752102,POINT (37.71947796 55.7532463),metro,Авиамоторная
954,1035316206,POINT (37.604347 55.812523),metro,Бутырская
955,1035316210,POINT (37.742729 55.788461),metro,Измайлово
956,1035316211,POINT (37.783228 55.78762),metro,Измайловская
957,1035316212,POINT (37.780152 55.787611),metro,Измайловская
958,1035316213,POINT (37.780143 55.7878),metro,Измайловская
959,1035316215,POINT (37.5534097 55.8470851),metro,Лихоборы
960,1035316216,POINT (37.5518169 55.848434),metro,Лихоборы
961,1035316217,POINT (37.5154001 55.706276),metro,Ломоносовский проспект
962,1035316218,POINT (37.597239 55.769445),metro,Маяковская
963,1035316219,POINT (37.533603 55.747889),metro,Международная
964,1035316220,POINT (37.534391 55.747474),metro,Международная
965,1035316221,POINT (37.535759 55.747751),metro,Международная
966,1035316222,POINT (37.533334 55.7487137),metro,Международная
967,1035316228,POINT (37.730478 55.732786),metro,Нижегородская
968,1035316232,POINT (37.500945 55.698424),metro,Раменки
969,1035316233,POINT (37.422748 55.621387),metro,Саларьево
970,1035316234,POINT (37.421949 55.621721),metro,Саларьево
971,1035316235,POINT (37.422603 55.621627),metro,Саларьево
972,1035316236,POINT (37.421745 55.621642),metro,Саларьево
973,1035316237,POINT (37.422426 55.62118),metro,Саларьево
974,1035316238,POINT (37.421498 55.621575),metro,Саларьево
975,1035316239,POINT (37.422276 55.621068),metro,Саларьево
976,1035316240,POINT (37.421235 55.621514),metro,Саларьево
977,1035316242,POINT (37.75149493 55.7271873),metro,Стахановская
978,1035316243,POINT (37.4860835 55.8121761),metro,Стрешнево
979,1035316244,POINT (37.4872291 55.8145411),metro,Стрешнево
980,1035316245,POINT (37.664576 55.694192),metro,Технопарк
981,1035316246,POINT (37.665751 55.694552),metro,Технопарк
982,1035316247,POINT (37.667103 55.694643),metro,Технопарк
983,1035316248,POINT (37.667081 55.694468),metro,Технопарк
984,1035316250,POINT (37.586074 55.823595),metro,Фонвизинская
985,1035316254,POINT (37.4816 55.8769),metro,Ховрино
986,1047572669,POINT (37.49516 55.82455),metro,Балтийская
987,1047573174,POINT (37.54897 55.77326),metro,Беговая
988,1047573572,POINT (37.3712129 55.6481824),metro,Боровское шоссе
989,1047574240,POINT (37.600916 55.814164),metro,Бутырская
990,1047574831,POINT (37.603875 55.812336),metro,Бутырская
991,1047576705,POINT (37.538825 55.748201),metro,Деловой центр
992,1047577033,POINT (37.538761 55.748843),metro,Деловой центр
993,1047577769,POINT (37.717847 55.611412),metro,Домодедовская
994,1047581058,POINT (37.716677 55.6111175),metro,Домодедовская
995,1047583491,POINT (37.533477 55.7402238),metro,Кутузовская
996,1047583839,POINT (37.5154001 55.706276),metro,Ломоносовский проспект
997,1047584021,POINT (37.533603 55.747889),metro,Международная
998,1047585953,POINT (37.386565 55.825916),metro,Мякинино
999,1047586011,POINT (37.6045907 55.864361),metro,Отрадное
1000,1047586162,POINT (37.6060552 55.8639387),metro,Отрадное
1001,1047586871,POINT (37.572543 55.833272),metro,Петровско-Разумовская
1002,1048055808,POINT (37.7283267 55.692846),metro,Печатники
1003,1048056549,POINT (37.7450907 55.7699209),metro,Соколиная Гора
1004,1048056812,POINT (37.3924585 55.6506675),metro,Солнцево
1005,1048057530,POINT (37.4860835 55.8121761),metro,Стрешнево
1006,1048061984,POINT (37.730364 55.731221),metro,Нижегородская
1007,1048062917,POINT (37.730975 55.730876),metro,Нижегородская
1008,1048062921,POINT (37.731592 55.73074),metro,Нижегородская
1009,1048091862,POINT (37.730672 55.732877),metro,Нижегородская
1010,1048091868,POINT (37.730855 55.733506),metro,Нижегородская
1011,1048314798,POINT (37.59791 55.5837),metro,Аннино
1012,1056441570,POINT (37.7439623 55.6489065),metro,Марьино
1013,1056492949,POINT (37.676646 55.711591),metro,Дубровка
